code,DESCRIPCION,STOCK,UBICACION,ALMACEN,ACTIVIDAD,COD.PROV,PRECIO,PROVEEDOR,PEDIR,,Almacén,,categoria,alamcen
6 - 1  1  0,T - MIXTA para POLIETILENO  40 H,,6    -       -        -  ,,RIEGO - CLUB,,,,6-110,6,Riego,Riego,RIEGO - CLUB,6
6 - 1  1  1,T - MIXTA para POLIETILENO  50 H,,6    -       -        -  ,,RIEGO - CLUB,,,,6-111,6,Riego,Riego,RIEGO - CLUB,6
6 - 1  1  2,T - MIXTA para POLIETILENO  63 H,,6    -       -        -  ,,RIEGO - CLUB,,,,6-112,6,Riego,Riego,RIEGO - CLUB,6
6 - 1  1  3,T - MIXTA en LATÓN para POLIETILENO  20 H,,6    -       -        -  ,,RIEGO - CLUB,,,,6-113,6,Riego,Riego,RIEGO - CLUB,6
6 - 1  1  4,T - MIXTA en LATÓN para POLIETILENO  25 H,,6    -       -        -  ,,RIEGO - CLUB,,,,6-114,6,Riego,Riego,RIEGO - CLUB,6
6 - 1  1  5,T - MIXTA en LATÓN para POLIETILENO  32 H,,6    -       -        -  ,,RIEGO - CLUB,,,,6-115,6,Riego,Riego,RIEGO - CLUB,6
6 - 1  1  6,T - MIXTA en LATÓN para POLIETILENO  40 H,,6    -       -        -  ,,RIEGO - CLUB,,,,6-116,6,Riego,Riego,RIEGO - CLUB,6
6 - 1  1  7,T - MIXTA en LATÓN para POLIETILENO  50 H,,6    -       -        -  ,,RIEGO - CLUB,,,,6-117,6,Riego,Riego,RIEGO - CLUB,6
6 - 1  1  8,T - MIXTA en LATÓN para POLIETILENO  63 H,,6    -       -        -  ,,RIEGO - CLUB,,,,6-118,6,Riego,Riego,RIEGO - CLUB,6
6 - 1  1  9,ENLACE POLIETILENO 20,,6    -       -        -  ,,,,,,6-119,6,Riego,Riego,Riego,6
6 - 1  2  0,ENLACE POLIETILENO 25,,6    -       -        -  ,,,,,,6-120,6,Riego,Riego,Riego,6
6 - 1  2  1,ENLACE POLIETILENO 32,,6    -       -        -  ,,,,,,6-121,6,Riego,Riego,Riego,6
6 - 1  2  2,ENLACE POLIETILENO 40,,6    -       -        -  ,,,,,,6-122,6,Riego,Riego,Riego,6
6 - 1  2  3,ENLACE POLIETILENO 50,,6    -       -        -  ,,,,,,6-123,6,Riego,Riego,Riego,6
6 - 1  2  4,ENLACE POLIETILENO 63,,6    -       -        -  ,,,,,,6-124,6,Riego,Riego,Riego,6
6 - 1  2  5,ENLACE LATÓN 20,,6    -       -        -  ,,,,,,6-125,6,Riego,Riego,Riego,6
6 - 1  2  6,ENLACE LATÓN 25,,6    -       -        -  ,,,,,,6-126,6,Riego,Riego,Riego,6
6 - 1  2  7,ENLACE LATÓN 32,,6    -       -        -  ,,,,,,6-127,6,Riego,Riego,Riego,6
6 - 1  2  8,ENLACE LATÓN 40,,6    -       -        -  ,,,,,,6-128,6,Riego,Riego,Riego,6
6 - 1  2  9,ENLACE LATÓN 50,,6    -       -        -  ,,,,,,6-129,6,Riego,Riego,Riego,6
6 - 1  3  0,ENLACE LATÓN 63,,6    -       -        -  ,,,,,,6-130,6,Riego,Riego,Riego,6
6 - 1  3  1,T POLIETILENO 20,,6    -       -        -  ,,,,,,6-131,6,Riego,Riego,Riego,6
6 - 1  3  2,T POLIETILENO 25,,6    -       -        -  ,,,,,,6-132,6,Riego,Riego,Riego,6
6 - 1  3  3,T POLIETILENO 32,,6    -       -        -  ,,,,,,6-133,6,Riego,Riego,Riego,6
6 - 1  3  4,T POLIETILENO 40,,6    -       -        -  ,,,,,,6-134,6,Riego,Riego,Riego,6
6 - 1  3  5,T POLIETILENO 50,,6    -       -        -  ,,,,,,6-135,6,Riego,Riego,Riego,6
6 - 1  3  6,T POLIETILENO 63,,6    -       -        -  ,,,,,,6-136,6,Riego,Riego,Riego,6
6 - 1  3  7,T LATÓN 20,,6    -       -        -  ,,,,,,6-137,6,Riego,Riego,Riego,6
6 - 1  3  8,T LATÓN 25,,6    -       -        -  ,,,,,,6-138,6,Riego,Riego,Riego,6
6 - 1  3  9,T LATÓN 32,,6    -       -        -  ,,,,,,6-139,6,Riego,Riego,Riego,6
6 - 1  4  0,T LATÓN 40,,6    -       -        -  ,,,,,,6-140,6,Riego,Riego,Riego,6
6 - 1  4  1,T LATÓN 50,,6    -       -        -  ,,,,,,6-141,6,Riego,Riego,Riego,6
6 - 1  4  2,T LATÓN 63,,6    -       -        -  ,,,,,,6-142,6,Riego,Riego,Riego,6
6 - 1  4  3,BOCA DE RIEGO SAFE RAIN,,6    -       -        -  ,,,,,,6-143,6,Riego,Riego,Riego,6
6 - 1  4  4,CODO GIRATORIO MANGUERA,,6    -       -        -  ,,,,,,6-144,6,Riego,Riego,Riego,6
6 - 1  4  5,ENCHUFE RÁPIDO BOCA DE RIEGO,,6    -       -        -  ,,,,,,6-145,6,Riego,Riego,Riego,6
6 - 1  4  6,"RACOR 2 UÑAS LATÓN CON ROSCA 1""",,6    -       -        -  ,,,,,,6-146,6,Riego,Riego,Riego,6
6 - 1  4  7,"RACOR 2 UÑAS LATÓN A PRESIÓN 1""",,6    -       -        -  ,,,,,,6-147,6,Riego,Riego,Riego,6
6 - 1  4  8,"RACOR 3 UÑAS 1""",,6    -       -        -  ,,,,,,6-148,6,Riego,Riego,Riego,6
6 - 1  4  9,"RACOR 3 UÑAS 2""",,6    -       -        -  ,,,,,,6-149,6,Riego,Riego,Riego,6
6 - 1  5  0,ARTICULACIONES 1/2 - 1/2,,6    -       -        -  ,,,,,,6-150,6,Riego,Riego,Riego,6
6 - 1  5  1,ARTICULACIONES 1/2 - 3/4,,6    -       -        -  ,,,,,,6-151,6,Riego,Riego,Riego,6
6 - 1  5  2,JUNTAS RACOR MANGUERA,,6    -       -        -  ,,,,,,6-152,6,Riego,Riego,Riego,6
6 - 1  5  3,PROGRAMADOR TORO TBC SERIES 6 ESTACIONES,,6    -       -        -  ,,,,,,6-153,6,Riego,Riego,Riego,6
6 - 1  5  4,RECAMBIO VÁLVULA Y SOLENOIDE TORO DT30,,6    -       -        -  ,,,,,,6-154,6,Riego,Riego,Riego,6
6 - 1  5  5,MANGUITO REPARACIÓN PVC 50,,6    -       -        -  ,,,,,,6-155,6,Riego,Riego,Riego,6
6 - 1  5  6,MANGUITO REPARACIÓN PVC 63,,6    -       -        -  ,,,,,,6-156,6,Riego,Riego,Riego,6
6 - 1  5  7,MANGUITO REPARACIÓN PVC 75,,6    -       -        -  ,,,,,,6-157,6,Riego,Riego,Riego,6
6 - 1  5  8,MANGUITO REPARACIÓN PVC 90,,6    -       -        -  ,,,,,,6-158,6,Riego,Riego,Riego,6
6 - 1  5  9,MANGUITO REPARACIÓN PVC 125,,6    -       -        -  ,,,,,,6-159,6,Riego,Riego,Riego,6
6 - 1  6  0,RECAMBIOS ELECTROVÁLVULAS,,6    -       -        -  ,,,,,,6-160,6,Riego,Riego,Riego,6
6 - 1  6  1,"ARTICULACIONES LASCO 1"" ROSCA BSP",,6    -       -        -  ,,,,,,6-161,6,Riego,Riego,Riego,6
6 - 1  6  2,"ARTICULACIONES LASCO 1"" ROSCA ACME",,6    -       -        -  ,,,,,,6-162,6,Riego,Riego,Riego,6
6 - 1  6  3,"ARTICULACIONES LASCO 2"" ROSCA ACME",,6    -       -        -  ,,,,,,6-163,6,Riego,Riego,Riego,6
6 - 1  6  4,"ARTICULACIONES LASCO "" ROSCA BSP",,6    -       -        -  ,,,,,,6-164,6,Riego,Riego,Riego,6
6 - 1  6  5,"MANGUERA RIEGO 1"" RACORADA 2 UÑAS",,6    -       -        -  ,,,,,,6-165,6,Riego,Riego,Riego,6
6 - 1  6  6,T POLIETILENO GAS 63 Ø ,,6    -       -        -  ,,,,,,6-166,6,Riego,Riego,Riego,6
6 - 1  6  7,"T POLIETILENO GAS 63 Ø - 1""",,6    -       -        -  ,,,,,,6-167,6,Riego,Riego,Riego,6
6 - 1  6  8,T POLIETILENO GAS 90,,6    -       -        -  ,,,,,,6-168,6,Riego,Riego,Riego,6
6 - 1  6  9,REDUCCIÓN GAS 160 - 125,,6    -       -        -  ,,,,,,6-169,6,Riego,Riego,Riego,6
6 - 1  7  0,PR  110 POLIETILENO,,6    -       -        -  ,,,,,,6-170,6,Riego,Riego,Riego,6
6 - 1  7  1,PR  125 POLIETILENO,,6    -       -        -  ,,,,,,6-171,6,Riego,Riego,Riego,6
6 - 1  7  2,CODO POLIETILENO GAS 63 Ø ,,6    -       -        -  ,,,,,,6-172,6,Riego,Riego,Riego,6
6 - 1  7  3,CODO POLIETILENO GAS 90,,6    -       -        -  ,,,,,,6-173,6,Riego,Riego,Riego,6
6 - 1  7  4,CODO POLIETILENO GAS 110,,6    -       -        -  ,,,,,,6-174,6,Riego,Riego,Riego,6
6 - 1  7  5,REDUCCIÓN POLIETILENO GAS  90 - 75,,6    -       -        -  ,,,,,,6-175,6,Riego,Riego,Riego,6
6 - 1  7  6,REDUCCIÓN POLIETILENO GAS  110 - 63,,6    -       -        -  ,,,,,,6-176,6,Riego,Riego,Riego,6
6 - 1  7  7,REDUCCIÓN POLIETILENO GAS  90 - 63,,6    -       -        -  ,,,,,,6-177,6,Riego,Riego,Riego,6
6 - 1  7  8,REDUCCIÓN POLIETILENO GAS  63 - 50,,6    -       -        -  ,,,,,,6-178,6,Riego,Riego,Riego,6
6 - 1  7  9,REDUCCIÓN POLIETILENO ELECTROSOLAR  90 - 63,,6    -       -        -  ,,,,,,6-179,6,Riego,Riego,Riego,6
6 - 1  8  0,REDUCCIÓN POLIETILENO ELECTROSOLAR  63 - 50,,6    -       -        -  ,,,,,,6-180,6,Riego,Riego,Riego,6
6 - 1  8  1,REDUCCIÓN POLIETILENO ELECTROSOLAR  75 - 63,,6    -       -        -  ,,,,,,6-181,6,Riego,Riego,Riego,6
6 - 1  8  2,ENTRONQUE POLI   63 Ø ,,6    -       -        -  ,,,,,,6-182,6,Riego,Riego,Riego,6
6 - 1  8  3,TAPÓN ELECTROFUSIÓN   63 Ø ,,6    -       -        -  ,,,,,,6-183,6,Riego,Riego,Riego,6
6 - 1  8  4,MANGUITO TRANSICIÓN    H  63 Ø ,,6    -       -        -  ,,,,,,6-184,6,Riego,Riego,Riego,6
6 - 1  8  5,T  POLIETILENO GAS  125 - 90,,6    -       -        -  ,,,,,,6-185,6,Riego,Riego,Riego,6
6 - 1  8  6,T  POLIETILENO GAS  125 Ø ,,6    -       -        -  ,,,,,,6-186,6,Riego,Riego,Riego,6
6 - 1  8  7,MANGUITO 90 POLIETILENO EXTENDIDO,,6    -       -        -  ,,,,,,6-187,6,Riego,Riego,Riego,6
6 - 1  8  8,T  POLIETILENO ELECTROFUSIÓN  125,,6    -       -        -  ,,,,,,6-188,6,Riego,Riego,Riego,6
6 - 1  8  9,CODO POLIETILENO GAS   90º  200 Ø ,,6    -       -        -  ,,,,,,6-189,6,Riego,Riego,Riego,6
6 - 1  9  0,CODO POLIETILENO GAS   45º  200 Ø ,,6    -       -        -  ,,,,,,6-190,6,Riego,Riego,Riego,6
6 - 1  9  1,CODO ELECTROFUSIÓN   45º  110 ,,6    -       -        -  ,,,,,,6-191,6,Riego,Riego,Riego,6
6 - 1  9  2,CODO ELECTROFUSIÓN   90º  110 ,,6    -       -        -  ,,,,,,6-192,6,Riego,Riego,Riego,6
6 - 1  9  3,CODO ELECTROFUSIÓN   45º  125,,6    -       -        -  ,,,,,,6-193,6,Riego,Riego,Riego,6
6 - 1  9  4,CODO ELECTROFUSIÓN   90º  125,,6    -       -        -  ,,,,,,6-194,6,Riego,Riego,Riego,6
6 - 1  9  5,T  POLIETILENO ELECTROFUSIÓN  90,,6    -       -        -  ,,,,,,6-195,6,Riego,Riego,Riego,6
6 - 1  9  6,T  POLIETILENO ELECTROFUSIÓN  110,,6    -       -        -  ,,,,,,6-196,6,Riego,Riego,Riego,6
6 - 1  9  7,CODO  45º  ELECTROFUSIÓN  75 Ø ,,6    -       -        -  ,,,,,,6-197,6,Riego,Riego,Riego,6
6 - 1  9  8,CODO  45º  ELECTROFUSIÓN  90 Ø ,,6    -       -        -  ,,,,,,6-198,6,Riego,Riego,Riego,6
6 - 1  9  9,CODO  90º  ELECTROFUSIÓN  90 Ø ,,6    -       -        -  ,,,,,,6-199,6,Riego,Riego,Riego,6
6 - 2  0  0,MANGUITO ELECTROFUSIÓN 125,,6    -       -        -  ,,,,,,6-200,6,Riego,Riego,Riego,6
6 - 2  0  1,MANGUITO ELECTROFUSIÓN 110,,6    -       -        -  ,,,,,,6-201,6,Riego,Riego,Riego,6
6 - 2  0  2,MANGUITO ELECTROFUSIÓN 90,,6    -       -        -  ,,,,,,6-202,6,Riego,Riego,Riego,6
6 - 2  0  3,MANGUITO ELECTROFUSIÓN 75,,6    -       -        -  ,,,,,,6-203,6,Riego,Riego,Riego,6
6 - 2  0  4,MANGUITO ELECTROFUSIÓN 63,,6    -       -        -  ,,,,,,6-204,6,Riego,Riego,Riego,6
6 - 2  0  5,MANGUITO ELECTROFUSIÓN 50,,6    -       -        -  ,,,,,,6-205,6,Riego,Riego,Riego,6
6 - 2  0  6,T  ELECTROFUSIÓN  50,,6    -       -        -  ,,,,,,6-206,6,Riego,Riego,Riego,6
6 - 2  0  7,COLLARÍN ELECTROFUSIÓN  63 - 32,,6    -       -        -  ,,,,,,6-207,6,Riego,Riego,Riego,6
6 - 2  0  8,COLLARÍN ELECTROFUSIÓN  75 - 50,,6    -       -        -  ,,,,,,6-208,6,Riego,Riego,Riego,6
6 - 2  0  9,COLLARÍN ELECTROFUSIÓN  90 - 63,,6    -       -        -  ,,,,,,6-209,6,Riego,Riego,Riego,6
6 - 2  1  0,MANGUITO ELECTROFUSIÓN  40,,6    -       -        -  ,,,,,,6-210,6,Riego,Riego,Riego,6
6 - 2  1  1,T  ELECTROFUSIÓN  32,,6    -       -        -  ,,,,,,6-211,6,Riego,Riego,Riego,6
6 - 2  1  2,TAPÓN ELECTROFUSIÓN  63 Ø ,,6    -       -        -  ,,,,,,6-212,6,Riego,Riego,Riego,6
6 - 2  1  3,ENTRONQUE  63 Ø ,,6    -       -        -  ,,,,,,6-213,6,Riego,Riego,Riego,6
6 - 2  1  4,ENTRONQUE REDUCIDO  50 - 40 Ø ,,6    -       -        -  ,,,,,,6-214,6,Riego,Riego,Riego,6
6 - 2  1  5,T  ELECTROFUSIÓN  63 Ø ,,6    -       -        -  ,,,,,,6-215,6,Riego,Riego,Riego,6
6 - 2  1  6,T  ELECTROFUSIÓN  75 Ø ,,6    -       -        -  ,,,,,,6-216,6,Riego,Riego,Riego,6
6 - 2  1  7,T  ELECTROFUSIÓN  90 Ø ,,6    -       -        -  ,,,,,,6-217,6,Riego,Riego,Riego,6
6 - 2  1  8,CODO ELECTROFUSIÓN   90º 75 Ø ,,6    -       -        -  ,,,,,,6-218,6,Riego,Riego,Riego,6
6 - 2  1  9,CODO ELECTROFUSIÓN   90º 63 Ø ,,6    -       -        -  ,,,,,,6-219,6,Riego,Riego,Riego,6
6 - 2  2  0,CODO ELECTROFUSIÓN   90º 50 Ø ,,6    -       -        -  ,,,,,,6-220,6,Riego,Riego,Riego,6
6 - 2  2  1,COLLARÍN  90 Ø  ELECTROFUSIÓN,,6    -       -        -  ,,,,,,6-221,6,Riego,Riego,Riego,6
6 - 2  2  2,PR POLIETILENO  75 Ø ,,6    -       -        -  ,,,,,,6-222,6,Riego,Riego,Riego,6
6 - 2  2  3,PR POLIETILENO  90 Ø ,,6    -       -        -  ,,,,,,6-223,6,Riego,Riego,Riego,6
6 - 2  2  4,MANGUITO ELECTROFUSIÓN  200 Ø ,,6    -       -        -  ,,,,,,6-224,6,Riego,Riego,Riego,6
6 - 2  2  5,MANGUITO ELECTROFUSIÓN  75 Ø ,,6    -       -        -  ,,,,,,6-225,6,Riego,Riego,Riego,6
6 - 2  2  6,MANGUITO ELECTROFUSIÓN  63 Ø ,,6    -       -        -  ,,,,,,6-226,6,Riego,Riego,Riego,6
6 - 2  2  7,MANGUITO ELECTROFUSIÓN  50 Ø ,,6    -       -        -  ,,,,,,6-227,6,Riego,Riego,Riego,6
6 - 2  2  8,MANGUITO ELECTROFUSIÓN  40 Ø ,,6    -       -        -  ,,,,,,6-228,6,Riego,Riego,Riego,6
6 - 2  2  9,TAPÓN POLIETILENO GAS  200 Ø ,,6    -       -        -  ,,,,,,6-229,6,Riego,Riego,Riego,6
6 - 2  3  0,TAPÓN POLIETILENO GAS  125 Ø ,,6    -       -        -  ,,,,,,6-230,6,Riego,Riego,Riego,6
6 - 2  3  1,TAPÓN POLIETILENO GAS  90 Ø ,,6    -       -        -  ,,,,,,6-231,6,Riego,Riego,Riego,6
6 - 2  3  2,TAPÓN POLIETILENO GAS  75 Ø ,,6    -       -        -  ,,,,,,6-232,6,Riego,Riego,Riego,6
2  -  0  8  5,ESMALTE BRILLO AZUL COBALTO - 4 Lts ,3 ,2  -  2  -  2  -  4,,,,,,2-085,2,Pintura,Pintura,Pintura,2-2-2-4
2  -  0  8  6,ESMALTE BRILLO AZUL LUMINOSO - 4 Lts ,4 ,2  -  2  -  2  -  4,,,,,,2-086,2,Pintura,Pintura,Pintura,2-2-2-4
2  -  0  8  7,ESMALTE BRILLO AMARILLO MEDIO - 4 Lts ,4 ,2  -  2  -  2  -  4,,,,,,2-087,2,Pintura,Pintura,Pintura,2-2-2-4
2  -  0  8  8,ESMALTE BRILLO AMARILLO REAL - 4 Lts ,4 ,2  -  2  -  2  -  4,,,,,,2-088,2,Pintura,Pintura,Pintura,2-2-2-4
2  -  0  8  9,PAPEL PARA FORRAR de 1 Metro ,5 ,2  -  2  -  2  -  5,,,,,,2-089,2,Pintura,Pintura,Pintura,2-2-2-5
2  -  0  9  0,FIJATIVO PENETRANTE ACRÍLICO CONCENTRADO - 25 Lts ,1 ,2  -  1  -  1  -  1,,,,,,2-090,2,Pintura,Pintura,Pintura,2-1-1-1
2  -  0  9  1,CINTA de CARROCERO - 48 mm,32 ,2  -  1  -  1  -  1,,,,,,2-091,2,Pintura,Pintura,Pintura,2-1-1-1
2  -  0  9  2,BROCHA del Nº 10,4 ,2  -  2  -  1  -  3,,,,,CAJETINES AZULES apilables,2-092,2,Pintura,Pintura,Pintura,2-2-1-3
2  -  0  9  3,PALETINA CANARIA M/BARNIZ del Nº 6,1 ,2  -  2  -  1  -  3,,,,,CAJETINES AZULES apilables,2-093,2,Pintura,Pintura,Pintura,2-2-1-3
2  -  0  9  4,PALETINA CANARIA M/BARNIZ del Nº 5,2 ,2  -  2  -  1  -  3,,,,,CAJETINES AZULES apilables,2-094,2,Pintura,Pintura,Pintura,2-2-1-3
2  -  0  9  5,ESPÁTULA ACERO INOXIDABLE - 40 mm,5 ,2  -  2  -  1  -  3,,,,,CAJETINES AZULES apilables,2-095,2,Pintura,Pintura,Pintura,2-2-1-3
2  -  0  9  6,PALETINA TRIPLE PROFESIONAL - 50 mm,2 ,2  -  2  -  1  -  3,,,,,CAJETINES AZULES apilables,2-096,2,Pintura,Pintura,Pintura,2-2-1-3
2  -  0  9  7,PINCEL del Nº 22,5 ,2  -  2  -  1  -  3,,,,,CAJETINES AZULES apilables,2-097,2,Pintura,Pintura,Pintura,2-2-1-3
2  -  0  9  8,PINCEL del Nº 26,4 ,2  -  2  -  1  -  3,,,,,CAJETINES AZULES apilables,2-098,2,Pintura,Pintura,Pintura,2-2-1-3
2  -  0  9  9,PINCEL del Nº 28,3 ,2  -  2  -  1  -  3,,,,,CAJETINES AZULES apilables,2-099,2,Pintura,Pintura,Pintura,2-2-1-3
2  -  1  0  0,PINTURA PLÁSTICA BLANCA MATE - 15 Lts ,6 ,2  -  0  -  0  -  0,,,,,,2-100,2,Pintura,Pintura,Pintura,2-0-0-0
2  -  1  0  1,PINTURA PLÁSTICA VERDE PADDEL - 12 Lts ,12 ,2  -  0  -  0  -  0,,,,,,2-101,2,Pintura,Pintura,Pintura,2-0-0-0
2  -  1  0  2,PINTURA PLÁSTICA ROJO TENIS - 12 Lts ,3 ,2  -  0  -  0  -  0,,,,,,2-102,2,Pintura,Pintura,Pintura,2-0-0-0
2  -  1  0  3,PINTURA PLÁSTICA SUPERCARRARA VERDE ZONA NUEVA MATE - 15 Lts ,2 ,2  -  0  -  0  -  0,,,,,,2-103,2,Pintura,Pintura,Pintura,2-0-0-0
2  -  1  0  4,PINTURA PLÁSTICA MATE PANTÓN E 25-73 - 12 Lts ,1 ,2  -  0  -  0  -  0,,,,,,2-104,2,Pintura,Pintura,Pintura,2-0-0-0
2  -  1  0  5,PINTURA PLÁSTICA MATE PANTÓN E 15-56 - 12 Lts ,1 ,2  -  0  -  0  -  0,,,,,,2-105,2,Pintura,Pintura,Pintura,2-0-0-0
2  -  1  0  6,PINTURA PLÁSTICA MATE GRIS OFICINA - 12 Lts ,1 ,2  -  0  -  0  -  0,,,,,,2-106,2,Pintura,Pintura,Pintura,2-0-0-0
2  -  1  0  7,PINTURA PLÁSTICA MATE PANTÓN 415 C - 12 Lts ,2 ,2  -  0  -  0  -  0,,,,,,2-107,2,Pintura,Pintura,Pintura,2-0-0-0
2  -  1  0  8,PINTURA PLÁSTICA MATE PANTÓN 280 C - 12 Lts ,1 ,2  -  0  -  0  -  0,,,,,,2-108,2,Pintura,Pintura,Pintura,2-0-0-0
2  -  1  0  9,PINTURA PLÁSTICA SUPERCARRARA VERDE GALICIA - 15 Lts ,1 ,2  -  0  -  0  -  0,,,,,,2-109,2,Pintura,Pintura,Pintura,2-0-0-0
2  -  1  1  0,SACOS DE TEMPLE LISO - 25 Kgms. ,3 ,2  -  0  -  0  -  0,,,,,,2-110,2,Pintura,Pintura,Pintura,2-0-0-0
2  -  1  1  1,SACOS DE TEMPLE GOTA - 25 Kgms. ,4 ,2  -  0  -  0  -  0,,,,,,2-111,2,Pintura,Pintura,Pintura,2-0-0-0
2  -  H  0  1,CARRITO PARA LÍNEAS - (Pistas de Tenis),1 ,2  -  1  -  1  -  4,,,,,,2-H01,2,Pintura,Pintura,Pintura,2-1-1-4
2  -  M  0  1,MÁQUINA PARA RAYAS DE CARRETERA,1 ,2  -  0  -  0  -  0,,,,,,2-M01,2,Pintura,Pintura,Pintura,2-0-0-0
2  -  M  0  2,MÁQUINA AIR GLES - (Tirar pintura lisa),1 ,2  -  0  -  0  -  0,,,,,,2-M02,2,Pintura,Pintura,Pintura,2-0-0-0
2  -  M  0  3,MÁQUINA COMPRESOR de AIRE,2 ,2  -  0  -  0  -  0,,,,,1 en Hot Room y otro en 4º de Pintura,2-M03,2,Pintura,Pintura,Pintura,2-0-0-0
2  -  M  0  4,MÁQUINA CALDERÍN DE GOTA,1 ,2  -  4º PINTURA,,,,,,2-M04,2,Pintura,Pintura,Pintura,2-4ºPINTURA
2  -  M  0  5,PISTOLA DE AIRE CALIENTE - (Para decapar),1 ,2  -  4º PINTURA,,,,,,2-M05,2,Pintura,Pintura,Pintura,2-4ºPINTURA
2  -  M  0  6,MÁQUINA BATIDORA - (Para mezclas),1 ,2  -  4º PINTURA,,,,,,2-M06,2,Pintura,Pintura,Pintura,2-4ºPINTURA
2  -  M  0  7,PISTOLA - (Para esmaltar),1 ,2  -  4º PINTURA,,,,,,2-M07,2,Pintura,Pintura,Pintura,2-4ºPINTURA
